order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
8851,5395,2026-01-20,147,1,112.10,112.10,Completed,2026-01-21
8852,2595,2025-02-05,438,1,101.87,101.87,Completed,2025-02-08
8853,4006,2025-07-03,52,1,220.93,220.93,Completed,2025-07-04
8854,3818,2025-05-01,416,1,193.43,193.43,Completed,2025-05-05
8855,231,2025-08-06,257,1,51.89,51.89,Completed,2025-08-10
8856,7707,2025-12-15,296,1,114.28,114.28,Completed,2025-12-17
8857,7658,2025-02-20,232,1,171.54,171.54,Completed,2025-02-24
8858,8296,2025-11-25,338,11,94.16,1035.76,Completed,2025-11-25
8859,1943,2025-12-03,213,1,64.47,64.47,Completed,2025-12-07
8860,9651,2025-11-07,374,1,61.54,61.54,Completed,2025-11-07
8861,1902,2025-11-16,283,1,112.48,112.48,Completed,2025-11-17
8862,1360,2025-09-29,115,7,145.86,1021.02,Completed,2025-09-29
8863,7771,2025-06-12,31,1,251.04,251.04,Completed,2025-06-14
8864,6851,2025-03-02,297,1,72.24,72.24,Completed,2025-03-05
8865,4276,2026-01-02,50,5,242.02,1210.10,Completed,2026-01-02
8866,983,2026-01-03,115,1,145.86,145.86,Completed,2026-01-06
8867,8223,2025-09-05,130,1,251.34,251.34,Completed,2025-09-09
8868,9708,2025-12-11,490,6,170.62,1023.72,Completed,2025-12-11
8869,4831,2025-08-16,449,1,13.49,13.49,Completed,2025-08-21
8870,2086,2025-10-28,273,1,62.55,62.55,Completed,2025-10-31
8871,7162,2025-07-10,264,1,234.13,234.13,Completed,2025-07-14
8872,2463,2025-02-13,476,1,256.31,256.31,Completed,2025-02-14
8873,4519,2025-03-23,307,1,289.09,289.09,Completed,2025-03-24
8874,4250,2025-09-23,330,1,276.79,276.79,Completed,2025-09-26
8875,6916,2025-02-19,317,7,153.60,1075.20,Completed,2025-02-21
8876,8619,2026-01-09,98,1,155.83,155.83,Completed,2026-01-13
8877,1355,2025-10-13,381,1,195.95,195.95,Completed,2025-10-15
8878,7991,2026-01-20,39,1,292.70,292.70,Completed,2026-01-24
8879,6758,2025-12-16,356,1,60.09,60.09,Completed,2025-12-18
8880,7066,2025-06-08,109,1,222.65,222.65,Completed,2025-06-09
8881,5135,2025-11-22,429,1,173.88,173.88,Completed,2025-11-25
8882,382,2025-02-27,329,1,256.47,256.47,Completed,2025-02-28
8883,1567,2025-09-24,292,1,82.36,82.36,Completed,2025-09-29
8884,4620,2025-10-10,390,4,292.17,1168.68,Completed,2025-10-11
8885,260,2025-10-21,119,4,251.13,1004.52,Completed,2025-10-21
8886,8876,2025-02-15,444,37,27.03,1000.11,Completed,2025-02-17
8887,8127,2025-03-18,464,1,174.52,174.52,Completed,2025-03-20
8888,6067,2025-05-10,342,1,106.06,106.06,Completed,2025-05-11
8889,7331,2026-01-21,335,1,116.70,116.70,Completed,2026-01-24
8890,1747,2026-01-17,374,1,61.54,61.54,Completed,2026-01-22
8891,6652,2025-12-09,482,9,118.17,1063.53,Completed,2025-12-11
8892,9582,2025-07-04,326,1,163.00,163.00,Completed,2025-07-04
8893,2871,2025-02-04,402,1,255.05,255.05,Completed,2025-02-06
8894,2064,2025-04-09,393,52,19.31,1004.12,Completed,2025-04-10
8895,9911,2025-04-13,417,1,5.51,5.51,Completed,2025-04-13
8896,8171,2026-01-22,18,1,61.07,61.07,Completed,2026-01-27
8897,5131,2025-08-17,283,1,112.48,112.48,Completed,2025-08-19
8898,359,2025-08-11,280,1,154.02,154.02,Completed,2025-08-12
8899,4583,2026-01-21,357,1,68.53,68.53,Completed,2026-01-22
8900,154,2025-05-25,481,1,52.07,52.07,Completed,2025-05-27
8901,2311,2025-10-06,288,1,126.57,126.57,Completed,2025-10-10
8902,7531,2025-12-12,35,1,171.35,171.35,Completed,2025-12-13
8903,643,2025-04-26,153,1,189.80,189.80,Completed,2025-04-26
8904,519,2025-06-25,33,1,291.99,291.99,Completed,2025-06-28
8905,9842,2025-06-24,331,1,235.26,235.26,Completed,2025-06-27
8906,2239,2025-07-11,240,1,159.98,159.98,Completed,2025-07-14
8907,2722,2025-04-27,113,1,62.02,62.02,Completed,2025-05-02
8908,8887,2025-03-15,163,1,39.58,39.58,Completed,2025-03-20
8909,8682,2025-06-08,322,1,197.17,197.17,Completed,2025-06-08
8910,8316,2025-09-02,171,5,234.76,1173.80,Completed,2025-09-02
8911,7738,2025-05-08,234,1,171.37,171.37,Completed,2025-05-08
8912,7539,2025-06-23,91,1,86.76,86.76,Completed,2025-06-24
8913,6831,2025-03-31,77,1,183.00,183.00,Completed,2025-04-05
8914,8527,2025-09-22,298,1,271.42,271.42,Completed,2025-09-26
8915,9931,2025-04-19,490,1,170.62,170.62,Completed,2025-04-21
8916,599,2026-01-22,243,1,291.45,291.45,Completed,2026-01-27
8917,4668,2025-03-30,205,4,264.72,1058.88,Completed,2025-04-02
8918,4415,2025-02-24,141,1,94.43,94.43,Completed,2025-02-25
8919,5284,2025-12-22,168,12,84.90,1018.80,Completed,2025-12-27
8920,3618,2026-01-28,105,1,262.69,262.69,Completed,2026-01-28
8921,5566,2025-07-20,21,1,268.79,268.79,Completed,2025-07-23
8922,5758,2025-06-18,267,1,259.19,259.19,Completed,2025-06-18
8923,5935,2025-09-17,439,1,144.62,144.62,Completed,2025-09-18
8924,9354,2025-05-18,251,1,235.65,235.65,Completed,2025-05-20
8925,915,2025-08-19,29,1,200.26,200.26,Completed,2025-08-23
8926,3070,2025-10-09,429,1,173.88,173.88,Completed,2025-10-11
8927,4612,2025-03-31,135,39,26.04,1015.56,Completed,2025-04-01
8928,7582,2025-05-04,397,1,191.91,191.91,Completed,2025-05-07
8929,3259,2026-01-29,100,1,68.28,68.28,Completed,2026-01-29
8930,5871,2026-01-08,468,1,110.72,110.72,Completed,2026-01-08
8931,1238,2025-07-13,412,1,184.83,184.83,Completed,2025-07-13
8932,7742,2025-11-09,467,1,174.77,174.77,Completed,2025-11-14
8933,904,2025-11-23,386,10,106.20,1062.00,Completed,2025-11-24
8934,2319,2025-12-11,68,1,226.25,226.25,Completed,2025-12-15
8935,143,2025-02-22,104,1,17.53,17.53,Completed,2025-02-26
8936,9287,2025-04-15,78,1,186.73,186.73,Completed,2025-04-15
8937,6951,2025-05-25,392,1,257.67,257.67,Completed,2025-05-26
8938,5192,2025-09-25,450,6,189.04,1134.24,Completed,2025-09-25
8939,8534,2026-01-07,130,1,251.34,251.34,Completed,2026-01-09
8940,3767,2026-01-24,404,1,272.61,272.61,Completed,2026-01-24
8941,6786,2025-12-28,111,1,111.88,111.88,Completed,2026-01-01
8942,516,2025-02-08,210,5,225.95,1129.75,Completed,2025-02-11
8943,4160,2025-12-14,85,5,213.76,1068.80,Completed,2025-12-16
8944,5228,2025-02-17,100,15,68.28,1024.20,Completed,2025-02-20
8945,1343,2025-10-15,72,1,47.88,47.88,Completed,2025-10-18
8946,7407,2025-06-20,97,1,286.34,286.34,Completed,2025-06-22
8947,3018,2025-04-11,64,1,102.22,102.22,Completed,2025-04-15
8948,3895,2025-03-31,190,1,270.79,270.79,Completed,2025-04-04
8949,9308,2026-01-11,227,4,280.71,1122.84,Completed,2026-01-16
8950,5055,2025-11-01,75,1,48.40,48.40,Completed,2025-11-06
8951,4610,2025-07-20,172,1,33.05,33.05,Completed,2025-07-24
8952,5979,2025-10-13,197,1,31.60,31.60,Completed,2025-10-17
8953,548,2025-06-03,369,4,285.26,1141.04,Completed,2025-06-03
8954,2318,2025-02-20,195,1,24.73,24.73,Completed,2025-02-25
8955,6467,2025-04-20,484,1,157.85,157.85,Completed,2025-04-23
8956,3943,2025-09-05,263,1,129.96,129.96,Completed,2025-09-06
8957,5379,2025-07-01,497,1,255.47,255.47,Completed,2025-07-05
8958,8907,2025-09-13,475,1,257.64,257.64,Completed,2025-09-16
8959,1755,2025-08-04,399,1,272.67,272.67,Completed,2025-08-09
8960,3186,2025-03-20,201,1,153.77,153.77,Completed,2025-03-21
8961,5482,2025-02-28,272,1,34.53,34.53,Completed,2025-03-03
8962,8426,2025-07-28,311,1,26.52,26.52,Completed,2025-07-30
8963,5275,2025-04-21,402,1,255.05,255.05,Completed,2025-04-21
8964,8007,2025-02-18,54,1,243.62,243.62,Completed,2025-02-23
8965,5751,2025-12-02,422,1,117.98,117.98,Completed,2025-12-04
8966,1770,2025-03-12,109,1,222.65,222.65,Completed,2025-03-15
8967,4099,2025-03-28,439,1,144.62,144.62,Completed,2025-03-30
8968,666,2025-08-19,196,1,73.08,73.08,Completed,2025-08-22
8969,5152,2025-11-10,368,8,125.82,1006.56,Completed,2025-11-15
8970,9186,2025-12-11,173,1,253.43,253.43,Completed,2025-12-14
8971,8239,2025-03-25,387,1,164.34,164.34,Completed,2025-03-26
8972,508,2025-03-09,138,6,193.64,1161.84,Completed,2025-03-09
8973,8895,2025-04-07,485,1,51.16,51.16,Completed,2025-04-11
8974,1878,2025-12-20,76,1,126.08,126.08,Completed,2025-12-24
8975,4638,2025-10-24,351,1,137.72,137.72,Completed,2025-10-24
8976,3694,2025-06-18,5,1,170.59,170.59,Completed,2025-06-19
8977,7543,2025-05-19,436,1,30.86,30.86,Completed,2025-05-23
8978,1399,2026-01-09,323,1,139.61,139.61,Completed,2026-01-11
8979,8423,2025-05-03,321,1,248.98,248.98,Completed,2025-05-05
8980,6775,2025-12-14,231,1,52.39,52.39,Completed,2025-12-17
8981,8283,2026-01-18,164,1,155.64,155.64,Completed,2026-01-20
8982,5648,2025-07-31,149,7,159.11,1113.77,Completed,2025-07-31
8983,9343,2025-10-14,413,1,99.40,99.40,Completed,2025-10-16
8984,4180,2025-06-13,166,4,275.57,1102.28,Completed,2025-06-17
8985,1934,2025-07-21,266,1,288.46,288.46,Completed,2025-07-25
8986,9119,2025-12-20,264,1,234.13,234.13,Completed,2025-12-25
8987,4544,2025-02-22,440,53,18.87,1000.11,Completed,2025-02-25
8988,646,2025-02-25,294,1,67.19,67.19,Completed,2025-02-27
8989,3718,2025-11-23,124,1,219.97,219.97,Completed,2025-11-27
8990,7878,2025-10-21,244,1,10.02,10.02,Completed,2025-10-25
8991,8371,2025-12-07,277,1,51.12,51.12,Completed,2025-12-11
8992,4591,2025-06-27,296,1,114.28,114.28,Completed,2025-07-01
8993,692,2025-11-05,328,6,193.12,1158.72,Completed,2025-11-07
8994,2655,2025-06-23,393,1,19.31,19.31,Completed,2025-06-23
8995,7546,2025-02-19,203,1,183.44,183.44,Completed,2025-02-20
8996,3691,2025-08-17,404,1,272.61,272.61,Completed,2025-08-21
8997,8803,2025-02-17,388,1,30.28,30.28,Completed,2025-02-21
8998,1391,2025-08-06,326,1,163.00,163.00,Completed,2025-08-10
8999,9814,2025-02-24,158,1,69.98,69.98,Completed,2025-02-26
9000,3520,2025-12-26,348,4,287.38,1149.52,Completed,2025-12-27
9001,2131,2025-11-16,54,1,243.62,243.62,Completed,2025-11-20
9002,1267,2025-12-13,294,1,67.19,67.19,Completed,2025-12-13
9003,7683,2025-01-31,96,1,234.79,234.79,Completed,2025-02-03
9004,7940,2025-10-13,239,13,81.53,1059.89,Completed,2025-10-14
9005,8263,2025-10-30,27,1,20.43,20.43,Completed,2025-11-03
9006,9952,2025-03-18,451,5,235.69,1178.45,Completed,2025-03-20
9007,1054,2025-02-10,118,1,222.53,222.53,Completed,2025-02-11
9008,6134,2025-11-23,497,1,255.47,255.47,Completed,2025-11-24
9009,7239,2025-05-14,106,1,42.89,42.89,Completed,2025-05-17
9010,7871,2025-09-26,409,1,99.00,99.00,Completed,2025-09-29
9011,6999,2025-07-26,32,1,147.46,147.46,Completed,2025-07-27
9012,8116,2025-10-10,289,5,243.09,1215.45,Completed,2025-10-14
9013,7504,2025-07-30,70,8,142.37,1138.96,Completed,2025-07-31
9014,8210,2025-07-07,277,1,51.12,51.12,Completed,2025-07-07
9015,8635,2025-04-14,362,1,253.99,253.99,Completed,2025-04-19
9016,1271,2025-11-28,230,1,163.10,163.10,Completed,2025-12-03
9017,6243,2025-05-25,54,1,243.62,243.62,Completed,2025-05-26
9018,8083,2025-05-23,192,1,264.10,264.10,Completed,2025-05-24
9019,1408,2026-01-25,72,21,47.88,1005.48,Completed,2026-01-27
9020,2158,2025-11-14,267,1,259.19,259.19,Completed,2025-11-18
9021,7675,2025-06-13,401,1,238.11,238.11,Completed,2025-06-18
9022,6995,2026-01-19,400,1,22.09,22.09,Completed,2026-01-19
9023,5907,2025-03-12,156,1,40.42,40.42,Completed,2025-03-15
9024,3838,2025-10-06,89,1,18.70,18.70,Completed,2025-10-08
9025,2115,2025-04-11,91,1,86.76,86.76,Completed,2025-04-11
9026,2427,2026-01-09,66,1,196.42,196.42,Completed,2026-01-09
9027,7810,2025-07-16,46,1,115.78,115.78,Completed,2025-07-18
9028,784,2025-06-19,334,6,178.82,1072.92,Completed,2025-06-21
9029,2202,2025-10-21,332,1,64.44,64.44,Completed,2025-10-23
9030,5018,2025-04-15,8,1,57.31,57.31,Completed,2025-04-20
9031,7526,2025-08-27,153,1,189.80,189.80,Completed,2025-09-01
9032,5523,2025-02-09,38,1,292.93,292.93,Completed,2025-02-14
9033,6056,2025-03-08,354,8,136.21,1089.68,Completed,2025-03-11
9034,5559,2025-10-31,426,1,270.91,270.91,Completed,2025-10-31
9035,3876,2025-02-01,451,5,235.69,1178.45,Completed,2025-02-04
9036,2019,2025-06-06,53,1,158.03,158.03,Completed,2025-06-09
9037,3292,2026-01-13,249,13,81.92,1064.96,Completed,2026-01-17
9038,1828,2025-10-08,434,6,167.59,1005.54,Completed,2025-10-09
9039,4830,2025-12-14,8,1,57.31,57.31,Completed,2025-12-19
9040,202,2025-07-21,323,1,139.61,139.61,Completed,2025-07-21
9041,1088,2025-07-05,362,4,253.99,1015.96,Completed,2025-07-10
9042,32,2025-08-20,487,18,57.33,1031.94,Completed,2025-08-20
9043,9384,2025-05-08,229,10,100.63,1006.30,Completed,2025-05-11
9044,4862,2025-03-01,89,1,18.70,18.70,Completed,2025-03-03
9045,346,2025-06-04,21,1,268.79,268.79,Completed,2025-06-09
9046,747,2026-01-11,92,1,294.71,294.71,Completed,2026-01-13
9047,1099,2025-06-25,5,1,170.59,170.59,Completed,2025-06-27
9048,5971,2025-02-10,474,1,18.49,18.49,Completed,2025-02-10
9049,6799,2025-03-10,82,1,284.48,284.48,Completed,2025-03-13
9050,719,2025-07-25,285,1,43.23,43.23,Completed,2025-07-28
9051,1728,2026-01-28,493,4,282.60,1130.40,Completed,2026-01-29
9052,2146,2026-01-01,461,1,135.46,135.46,Completed,2026-01-03
9053,5051,2025-08-23,103,1,42.79,42.79,Completed,2025-08-23
9054,5072,2025-07-22,141,11,94.43,1038.73,Completed,2025-07-24
9055,3387,2025-02-16,422,1,117.98,117.98,Completed,2025-02-16
9056,3519,2025-12-04,81,1,240.14,240.14,Completed,2025-12-04
9057,4228,2025-06-02,129,7,151.11,1057.77,Completed,2025-06-02
9058,8190,2025-04-22,468,1,110.72,110.72,Completed,2025-04-26
9059,5147,2025-11-01,223,1,47.93,47.93,Completed,2025-11-04
9060,3099,2025-09-22,220,1,182.79,182.79,Completed,2025-09-25
9061,4631,2025-08-15,177,1,117.64,117.64,Completed,2025-08-17
9062,343,2025-12-09,205,1,264.72,264.72,Completed,2025-12-13
9063,2123,2026-01-09,396,1,106.40,106.40,Completed,2026-01-10
9064,3463,2025-06-03,196,1,73.08,73.08,Completed,2025-06-04
9065,182,2025-04-18,391,1,55.54,55.54,Completed,2025-04-18
9066,7906,2025-06-24,292,1,82.36,82.36,Completed,2025-06-28
9067,4654,2025-03-20,381,1,195.95,195.95,Completed,2025-03-23
9068,1066,2025-07-31,260,1,118.23,118.23,Completed,2025-08-01
9069,3035,2025-11-25,44,1,217.95,217.95,Completed,2025-11-29
9070,3164,2025-12-02,338,11,94.16,1035.76,Completed,2025-12-02
9071,7366,2025-10-26,353,1,281.72,281.72,Completed,2025-10-29
9072,8802,2025-02-17,485,1,51.16,51.16,Completed,2025-02-17
9073,7780,2025-07-05,388,34,30.28,1029.52,Completed,2025-07-08
9074,9086,2025-10-21,58,1,182.13,182.13,Completed,2025-10-24
9075,7018,2025-03-01,452,1,232.40,232.40,Completed,2025-03-06
9076,1039,2025-04-24,362,1,253.99,253.99,Completed,2025-04-27
9077,6986,2025-05-27,358,1,216.49,216.49,Completed,2025-05-31
9078,4327,2025-06-16,67,1,31.25,31.25,Completed,2025-06-19
9079,8554,2025-11-02,237,1,185.85,185.85,Completed,2025-11-03
9080,2227,2025-07-06,46,1,115.78,115.78,Completed,2025-07-11
9081,755,2025-08-17,401,1,238.11,238.11,Completed,2025-08-19
9082,7403,2025-07-20,81,1,240.14,240.14,Completed,2025-07-20
9083,1443,2025-10-22,261,1,231.20,231.20,Completed,2025-10-27
9084,8984,2025-06-01,90,4,287.03,1148.12,Completed,2025-06-02
9085,394,2025-06-15,397,1,191.91,191.91,Completed,2025-06-20
9086,4179,2025-12-16,102,1,135.96,135.96,Completed,2025-12-19
9087,1255,2025-11-19,428,1,264.23,264.23,Completed,2025-11-22
9088,5035,2025-12-17,437,1,110.25,110.25,Completed,2025-12-22
9089,2530,2026-01-09,157,1,193.67,193.67,Completed,2026-01-12
9090,8275,2025-10-09,348,1,287.38,287.38,Completed,2025-10-10
9091,1123,2025-04-17,486,1,288.16,288.16,Completed,2025-04-18
9092,2134,2025-04-21,252,1,103.12,103.12,Completed,2025-04-23
9093,739,2025-11-29,443,1,51.78,51.78,Completed,2025-12-04
9094,623,2025-04-25,367,1,106.71,106.71,Completed,2025-04-29
9095,1532,2025-12-29,85,5,213.76,1068.80,Completed,2025-12-29
9096,6152,2025-05-29,127,7,157.25,1100.75,Completed,2025-05-30
9097,9036,2025-02-02,157,6,193.67,1162.02,Completed,2025-02-05
9098,4920,2025-10-22,37,7,165.10,1155.70,Completed,2025-10-25
9099,6902,2025-12-11,351,1,137.72,137.72,Completed,2025-12-16
9100,4026,2025-08-25,148,1,277.60,277.60,Completed,2025-08-25
9101,311,2025-08-21,184,1,22.86,22.86,Completed,2025-08-25
9102,8416,2025-04-17,417,182,5.51,1002.82,Completed,2025-04-20
9103,1580,2025-08-08,130,4,251.34,1005.36,Completed,2025-08-08
9104,8795,2025-08-06,474,1,18.49,18.49,Completed,2025-08-11
9105,3884,2025-08-27,360,4,254.10,1016.40,Completed,2025-08-31
9106,446,2026-01-07,184,1,22.86,22.86,Completed,2026-01-11
9107,439,2025-08-14,86,1,185.77,185.77,Completed,2025-08-14
9108,4287,2025-09-07,465,1,260.67,260.67,Completed,2025-09-12
9109,9603,2025-03-20,299,1,263.42,263.42,Completed,2025-03-21
9110,7139,2025-05-24,142,1,115.14,115.14,Completed,2025-05-29
9111,894,2025-10-25,389,1,181.87,181.87,Completed,2025-10-30
9112,3982,2025-03-08,386,1,106.20,106.20,Completed,2025-03-09
9113,2675,2025-07-23,392,1,257.67,257.67,Completed,2025-07-27
9114,6655,2025-02-24,477,1,14.92,14.92,Completed,2025-02-25
9115,8326,2025-08-19,164,1,155.64,155.64,Completed,2025-08-20
9116,8836,2025-12-03,43,6,181.71,1090.26,Completed,2025-12-06
9117,270,2025-10-01,139,1,102.84,102.84,Completed,2025-10-04
9118,1739,2025-07-03,25,1,145.38,145.38,Completed,2025-07-08
9119,3947,2025-03-01,153,1,189.80,189.80,Completed,2025-03-03
9120,3402,2025-06-16,76,1,126.08,126.08,Completed,2025-06-16
9121,5056,2025-04-15,148,4,277.60,1110.40,Completed,2025-04-20
9122,1451,2025-09-01,347,1,80.40,80.40,Completed,2025-09-03
9123,1167,2025-04-20,193,1,129.64,129.64,Completed,2025-04-23
9124,3591,2025-08-21,37,1,165.10,165.10,Completed,2025-08-21
9125,8230,2025-08-25,132,1,30.38,30.38,Completed,2025-08-27
9126,4038,2025-02-13,127,1,157.25,157.25,Completed,2025-02-18
9127,6994,2025-09-12,14,1,20.01,20.01,Completed,2025-09-13
9128,5244,2025-09-25,157,6,193.67,1162.02,Completed,2025-09-28
9129,7292,2025-08-17,458,20,50.50,1010.00,Completed,2025-08-22
9130,2663,2025-08-01,6,1,239.62,239.62,Completed,2025-08-06
9131,1171,2025-03-08,112,1,67.86,67.86,Completed,2025-03-09
9132,1987,2026-01-26,316,1,296.00,296.00,Completed,2026-01-29
9133,2298,2025-10-28,388,1,30.28,30.28,Completed,2025-10-29
9134,5295,2025-06-25,237,1,185.85,185.85,Completed,2025-06-28
9135,7323,2025-08-13,193,1,129.64,129.64,Completed,2025-08-18
9136,9466,2025-05-25,309,1,144.68,144.68,Completed,2025-05-28
9137,5840,2025-10-04,242,22,46.36,1019.92,Completed,2025-10-05
9138,3803,2025-05-01,157,1,193.67,193.67,Completed,2025-05-03
9139,8694,2025-10-05,87,1,294.37,294.37,Completed,2025-10-09
9140,1047,2026-01-20,160,1,261.45,261.45,Completed,2026-01-20
9141,7295,2025-11-02,91,1,86.76,86.76,Completed,2025-11-07
9142,1327,2025-12-24,252,1,103.12,103.12,Completed,2025-12-27
9143,9327,2025-03-26,395,1,261.83,261.83,Completed,2025-03-27
9144,2312,2025-10-16,387,7,164.34,1150.38,Completed,2025-10-17
9145,1854,2025-03-26,219,1,137.44,137.44,Completed,2025-03-27
9146,9002,2026-01-31,144,1,198.95,198.95,Completed,2026-01-31
9147,3575,2025-12-08,230,1,163.10,163.10,Completed,2025-12-12
9148,2850,2025-06-26,308,1,15.20,15.20,Completed,2025-07-01
9149,3283,2025-10-16,426,1,270.91,270.91,Completed,2025-10-16
9150,656,2025-07-09,299,4,263.42,1053.68,Completed,2025-07-14
9151,7706,2025-02-19,438,1,101.87,101.87,Completed,2025-02-22
9152,8300,2025-11-09,362,4,253.99,1015.96,Completed,2025-11-09
9153,8047,2025-09-22,91,1,86.76,86.76,Completed,2025-09-24
9154,6939,2025-03-18,206,1,158.58,158.58,Completed,2025-03-23
9155,2220,2025-06-30,6,5,239.62,1198.10,Completed,2025-06-30
9156,4311,2025-09-05,287,1,295.73,295.73,Completed,2025-09-08
9157,3924,2025-05-07,427,7,154.97,1084.79,Completed,2025-05-08
9158,2324,2025-10-24,166,4,275.57,1102.28,Completed,2025-10-27
9159,2354,2025-06-16,258,1,155.59,155.59,Completed,2025-06-20
9160,9827,2025-02-15,37,1,165.10,165.10,Completed,2025-02-18
9161,3926,2025-04-22,436,1,30.86,30.86,Completed,2025-04-24
9162,8119,2025-03-10,236,1,151.32,151.32,Completed,2025-03-13
9163,1076,2025-08-19,178,7,153.68,1075.76,Completed,2025-08-23
9164,9414,2025-12-19,100,1,68.28,68.28,Completed,2025-12-24
9165,506,2025-11-01,402,1,255.05,255.05,Completed,2025-11-06
9166,5543,2025-07-12,215,1,114.21,114.21,Completed,2025-07-12
9167,164,2025-05-04,477,68,14.92,1014.56,Completed,2025-05-04
9168,5876,2025-06-14,173,4,253.43,1013.72,Completed,2025-06-14
9169,6640,2025-04-06,182,15,68.60,1029.00,Completed,2025-04-10
9170,3792,2025-10-05,14,50,20.01,1000.50,Completed,2025-10-09
9171,7087,2025-07-03,216,1,113.07,113.07,Completed,2025-07-06
9172,3808,2025-10-05,393,52,19.31,1004.12,Completed,2025-10-05
9173,1775,2025-09-03,59,1,283.10,283.10,Completed,2025-09-07
9174,5666,2025-04-11,193,1,129.64,129.64,Completed,2025-04-11
9175,5103,2025-04-18,454,1,150.85,150.85,Completed,2025-04-23
9176,8227,2025-05-09,123,1,130.82,130.82,Completed,2025-05-12
9177,6788,2025-10-09,65,6,182.66,1095.96,Completed,2025-10-09
9178,431,2025-08-09,205,1,264.72,264.72,Completed,2025-08-10
9179,1647,2025-11-13,345,1,44.31,44.31,Completed,2025-11-13
9180,1815,2025-09-29,107,1,237.25,237.25,Completed,2025-10-03
9181,5859,2025-07-19,304,1,177.38,177.38,Completed,2025-07-22
9182,3439,2025-04-11,354,1,136.21,136.21,Completed,2025-04-12
9183,6835,2025-06-30,168,1,84.90,84.90,Completed,2025-07-01
9184,1592,2025-12-29,188,7,161.54,1130.78,Completed,2025-12-29
9185,4860,2025-11-28,84,52,19.44,1010.88,Completed,2025-11-28
9186,5803,2025-08-03,160,1,261.45,261.45,Completed,2025-08-07
9187,1115,2025-11-16,410,1,158.71,158.71,Completed,2025-11-19
9188,5414,2026-01-28,113,1,62.02,62.02,Completed,2026-01-30
9189,575,2025-12-05,430,1,251.83,251.83,Completed,2025-12-07
9190,3122,2025-06-28,71,1,71.93,71.93,Completed,2025-06-28
9191,3242,2025-02-20,174,1,165.83,165.83,Completed,2025-02-20
9192,1668,2025-07-11,143,22,46.82,1030.04,Completed,2025-07-11
9193,5567,2025-02-11,383,1,32.76,32.76,Completed,2025-02-16
9194,5503,2025-12-26,205,1,264.72,264.72,Completed,2025-12-29
9195,6128,2025-08-27,392,4,257.67,1030.68,Completed,2025-08-27
9196,2691,2025-11-11,192,1,264.10,264.10,Completed,2025-11-15
9197,2830,2025-11-23,23,1,168.58,168.58,Completed,2025-11-25
9198,4594,2025-04-21,292,1,82.36,82.36,Completed,2025-04-26
9199,5934,2025-05-19,134,1,80.77,80.77,Completed,2025-05-23
9200,4619,2025-12-31,328,1,193.12,193.12,Completed,2026-01-04
9201,9123,2025-07-22,44,1,217.95,217.95,Completed,2025-07-26
9202,4251,2025-10-19,321,1,248.98,248.98,Completed,2025-10-20
9203,1210,2025-04-20,84,1,19.44,19.44,Completed,2025-04-22
9204,5924,2025-10-08,424,6,183.91,1103.46,Completed,2025-10-08
9205,5379,2025-03-28,87,1,294.37,294.37,Completed,2025-03-28
9206,194,2025-11-04,211,1,274.16,274.16,Completed,2025-11-09
9207,9031,2025-08-25,200,1,80.85,80.85,Completed,2025-08-30
9208,3931,2025-02-22,419,1,27.17,27.17,Completed,2025-02-23
9209,1172,2025-11-02,419,37,27.17,1005.29,Completed,2025-11-06
9210,2072,2026-01-24,342,10,106.06,1060.60,Completed,2026-01-25
9211,6854,2025-03-19,269,1,241.23,241.23,Completed,2025-03-21
9212,6879,2025-10-17,315,1,218.29,218.29,Completed,2025-10-21
9213,8336,2025-07-29,202,4,263.15,1052.60,Completed,2025-08-01
9214,6246,2026-01-02,441,1,264.35,264.35,Completed,2026-01-06
9215,7539,2025-03-20,339,1,149.84,149.84,Completed,2025-03-25
9216,5730,2025-11-09,247,1,284.10,284.10,Completed,2025-11-09
9217,3270,2025-08-06,489,1,167.97,167.97,Completed,2025-08-08
9218,6602,2025-11-09,346,1,62.57,62.57,Completed,2025-11-14
9219,4671,2025-08-15,97,1,286.34,286.34,Completed,2025-08-15
9220,4915,2025-03-07,380,1,284.04,284.04,Completed,2025-03-09
9221,9110,2025-11-12,124,1,219.97,219.97,Completed,2025-11-13
9222,9223,2025-08-12,114,1,278.19,278.19,Completed,2025-08-15
9223,103,2025-12-24,391,1,55.54,55.54,Completed,2025-12-26
9224,9991,2025-11-29,146,1,90.24,90.24,Completed,2025-11-30
9225,7926,2025-09-26,145,1,145.44,145.44,Completed,2025-10-01
9226,8191,2025-05-28,145,1,145.44,145.44,Completed,2025-05-28
9227,56,2025-06-30,120,15,70.25,1053.75,Completed,2025-07-05
9228,7759,2025-09-08,73,1,28.77,28.77,Completed,2025-09-11
9229,9491,2025-06-17,281,1,274.48,274.48,Completed,2025-06-19
9230,5723,2025-08-21,411,1,11.22,11.22,Completed,2025-08-24
9231,946,2025-03-05,375,1,148.98,148.98,Completed,2025-03-05
9232,7731,2025-07-18,393,1,19.31,19.31,Completed,2025-07-20
9233,5166,2025-11-14,205,1,264.72,264.72,Completed,2025-11-19
9234,4123,2025-08-28,40,1,164.24,164.24,Completed,2025-08-28
9235,5271,2025-08-15,306,1,77.59,77.59,Completed,2025-08-17
9236,3159,2025-03-01,344,1,256.44,256.44,Completed,2025-03-03
