product_id,product_name,category,price,cost,stock_quantity,reorder_level
456,Cookbook 0456,Books,283.97,141.98,406,28
457,Wireless Headphones 0457,Electronics,171.70,92.71,102,55
458,Linen Set 0458,Home & Kitchen,50.50,27.77,13,28
459,Running Socks 0459,Clothing,186.54,141.77,239,56
460,Yoga Mat 0460,Sports & Outdoors,185.76,89.16,33,24
461,Hair Brush 0461,Beauty,135.46,94.82,393,31
462,Travel Journal 0462,Books,274.79,208.84,64,25
463,USB Hub 0463,Electronics,215.48,94.81,238,48
464,Coffee Grinder 0464,Home & Kitchen,174.52,108.20,449,58
465,Canvas Jacket 0465,Clothing,260.67,195.50,393,13
466,Yoga Mat 0466,Sports & Outdoors,146.76,105.66,425,12
467,Body Lotion 0467,Beauty,174.77,85.63,84,15
468,Garden Guide 0468,Books,110.72,59.78,485,38
469,Wireless Headphones 0469,Electronics,298.24,172.97,128,17
470,Desk Lamp 0470,Home & Kitchen,213.09,159.81,64,45
471,Cotton Shirt 0471,Clothing,104.22,82.33,257,46
472,Trail Backpack 0472,Sports & Outdoors,60.25,46.39,87,47
473,Body Lotion 0473,Beauty,209.62,163.50,431,41
474,Travel Journal 0474,Books,18.49,7.58,23,46
475,Desk Charger 0475,Electronics,257.64,195.80,333,18
476,Linen Set 0476,Home & Kitchen,256.31,194.79,316,45
477,Running Socks 0477,Clothing,14.92,10.59,328,24
478,Exercise Band 0478,Sports & Outdoors,163.25,89.78,152,34
479,Travel Kit 0479,Beauty,28.91,12.43,225,31
480,Cookbook 0480,Books,163.67,112.93,174,43
481,Desk Charger 0481,Electronics,52.07,31.24,375,60
482,Coffee Grinder 0482,Home & Kitchen,118.17,76.81,389,28
483,Cotton Shirt 0483,Clothing,173.74,130.30,163,20
484,Water Bottle 0484,Sports & Outdoors,157.85,74.18,230,20
485,Skin Care Set 0485,Beauty,51.16,23.53,148,29
486,Sketchbook 0486,Books,288.16,227.64,127,60
487,Desk Charger 0487,Electronics,57.33,34.39,97,53
488,Linen Set 0488,Home & Kitchen,57.21,40.61,255,24
489,Cotton Shirt 0489,Clothing,167.97,68.86,483,30
490,Trail Backpack 0490,Sports & Outdoors,170.62,117.72,110,42
491,Skin Care Set 0491,Beauty,120.63,51.87,144,36
492,Garden Guide 0492,Books,200.79,140.55,274,5
493,USB Hub 0493,Electronics,282.60,129.99,68,21
494,Linen Set 0494,Home & Kitchen,243.38,153.32,187,7
495,Canvas Jacket 0495,Clothing,136.26,58.59,185,40
496,Exercise Band 0496,Sports & Outdoors,99.56,43.80,258,33
497,Body Lotion 0497,Beauty,255.47,191.60,422,44
498,Travel Journal 0498,Books,227.95,180.08,65,11
499,Desk Charger 0499,Electronics,134.07,84.46,285,28
500,Coffee Grinder 0500,Home & Kitchen,252.38,123.66,308,37
